Hidden State,Observed State,Lane,Suddeness,TimeStamp,Passenger Load,Driver Behavior,Reason for lane change,Remarks
Vehicle,Go,2nd Lane,,,Low (0 - 33 %),,,
Vehicle,1 Lane Right,3rd Lane,,,Low (0 - 33 %),,,
Stoplight,Stop,3rd Lane,,14:54:10,Low (0 - 33 %),,,
Vehicle,Go,1st Lane,,14:55:55,Low (0 - 33 %),,,
Vehicle,Stop,1st Lane,,,Low (0 - 33 %),,,
Passenger,Unload,1st Lane,,,Low (0 - 33 %),,,
Vehicle,Go,1st Lane,,14:58,Low (0 - 33 %),,,
Passenger,Stop,1st Lane,,,Low (0 - 33 %),,,
Passenger,Unload,1st Lane,,14:59:50,Low (0 - 33 %),,,
Vehicle,Go,1st Lane,,,Low (0 - 33 %),,,
Vehicle,Stop,1st Lane,,15:02,Low (0 - 33 %),,,end of line (j posadas)
Vehicle,Go,1st Lane,,,Low (0 - 33 %),,,
Passenger,Wait,1st Lane,,15:09,Low (0 - 33 %),,,
Vehicle,Go,1st Lane,,15:10:38,Low (0 - 33 %),,,
Passenger,Wait,1st Lane,,15:11:11,Low (0 - 33 %),,,
Passenger,Load,1st Lane,,,Low (0 - 33 %),,,
Vehicle,Go,1st Lane,,,Low (0 - 33 %),,,
Vehicle,Stop,1st Lane,,15:12:40,Low (0 - 33 %),,,vehicle blocking
Vehicle,Go,1st Lane,,,Low (0 - 33 %),,,
Passenger,Wait,2nd Lane,,,Low (0 - 33 %),,,
Vehicle,Go,2nd Lane,,15:16,Low (0 - 33 %),,,
Passenger,Stop,2nd Lane,,15:17:02,Low (0 - 33 %),,,
Passenger,Unload,2nd Lane,,,Low (0 - 33 %),,,
Vehicle,Go,2nd Lane,,,Low (0 - 33 %),,,
Vehicle,Stop,2nd Lane,,,Low (0 - 33 %),,,car jam
Vehicle,Go,2nd Lane,,,Low (0 - 33 %),,,
Stoplight,Stop,2nd Lane,,15:19,Low (0 - 33 %),,,
Vehicle,Go,2nd Lane,,15:21,Low (0 - 33 %),,,
Passenger,Stop,2nd Lane,,,Low (0 - 33 %),,,
Passenger,Load,2nd Lane,,15:21:20,Low (0 - 33 %),,,
Passenger,Wait,2nd Lane,,,Low (0 - 33 %),,,waiting for more passengers
Vehicle,Go,2nd Lane,,15:21:49,Low (0 - 33 %),,,
Vehicle,1 Lane Left,1st Lane,,15:22:35,Low (0 - 33 %),,,avoid blocking car
Passenger,Wait,1st Lane,,15:23:01,Low (0 - 33 %),,,
Passenger,Load,1st Lane,,15:23:13,Low (0 - 33 %),,,
Vehicle,Go,1st Lane,,,Low (0 - 33 %),,,
Vehicle,1 Lane Right,1st Lane,,15:24:05,Low (0 - 33 %),,,
Passenger,Wait,1st Lane,,,Low (0 - 33 %),,,
Passenger,Load,1st Lane,,,Low (0 - 33 %),,,
Passenger,Unload,1st Lane,,,Low (0 - 33 %),,,
Vehicle,Go,1st Lane,,,Low (0 - 33 %),,,
Vehicle,1 Lane Left,1st Lane,,15:24:24,Low (0 - 33 %),,,
Stoplight,Stop,1st Lane,,15:24:33,Low (0 - 33 %),,,
Vehicle,Go,2nd Lane,,15:25:25,Low (0 - 33 %),,,
Passenger,Wait,2nd Lane,,,Low (0 - 33 %),,,
Passenger,Load,2nd Lane,,15:25:47,Moderate (34 - 80 %),,,
Vehicle,Go,2nd Lane,,,Moderate (34 - 80 %),,,
Vehicle,1 Lane Left,1st Lane,,15:28:40,Moderate (34 - 80 %),,,
Vehicle,2 Lane Right,3rd Lane,,,Moderate (34 - 80 %),,,
Vehicle,Stop,3rd Lane,,15:33:40,Moderate (34 - 80 %),,,car jam
Vehicle,Go,3rd Lane,,,Moderate (34 - 80 %),,,
Vehicle,1 Lane Right,4th Lane,,15:34:50,Moderate (34 - 80 %),,,
Vehicle,2 Lane Left,2nd Lane,,,Moderate (34 - 80 %),,,
Passenger,Stop,2nd Lane,,,Moderate (34 - 80 %),,,
Passenger,Unload,2nd Lane,,15:35:38,Low (0 - 33 %),,,
Vehicle,Go,2nd Lane,,,Low (0 - 33 %),,,
Vehicle,1 Lane Left,1st Lane,,15:36,Low (0 - 33 %),,,
Vehicle,1 Lane Right,2nd Lane,,15:36:40,Low (0 - 33 %),,,
Vehicle,Stop,2nd Lane,,15:37,Low (0 - 33 %),,,car cross
Vehicle,Go,2nd Lane,,,Low (0 - 33 %),,,
Passenger,Wait,2nd Lane,,,Low (0 - 33 %),,,waiting for more passengers
Vehicle,Go,2nd Lane,,,Low (0 - 33 %),,,
Vehicle,Stop,2nd Lane,,15:37:45,Low (0 - 33 %),,,car jam
Vehicle,Go,2nd Lane,,15:39:44,Low (0 - 33 %),,,
Stoplight,Stop,2nd Lane,,15:40:25,Low (0 - 33 %),,,
Vehicle,Go,2nd Lane,,15:41:10,Low (0 - 33 %),,,
Vehicle,1 Lane Left,1st Lane,,15:41:41,Low (0 - 33 %),,,
Passenger,Stop,1st Lane,,,Low (0 - 33 %),,,
Passenger,Unload,1st Lane,,15:41:55,Low (0 - 33 %),,,
Vehicle,Go,1st Lane,,,Low (0 - 33 %),,,
Stoplight,Stop,1st Lane,,15:42:07,Low (0 - 33 %),,,
Vehicle,Go,1st Lane,,15:42:36,Low (0 - 33 %),,,
Vehicle,1 Lane Right,2nd Lane,,,Low (0 - 33 %),,,
Passenger,Stop,1st Lane,,,Low (0 - 33 %),,,
Passenger,Unload,1st Lane,,,Low (0 - 33 %),,,
Vehicle,Go,1st Lane,,,Low (0 - 33 %),,,
Vehicle,Stop,1st Lane,,15:45:10,Low (0 - 33 %),,,end of line (quiapo)
